season,episode,scene,character,line
1,6,2,Adora,We have to get out of here first.
1,6,2,Glimmer,"Come on, I'll teleport us out."
1,6,2,Adora,"Uh, is this out?"
1,6,2,Glimmer,Ugh.
1,6,2,Adora,"Okay, no more teleporting from now on."
1,6,2,Glimmer,Sounds like a good idea.
1,6,2,Glimmer,Not again.
1,6,2,Entrapta,Princesses! I'm saved!
1,6,2,Glimmer,"Princess Entrapta? I mean, so good to see you. I hope you don't mind, but we sort of let ourselves in."
1,6,2,Adora,"And then we let ourselves out of your cage, trap thing."
1,6,2,Entrapta,"Welcome to Dryl!
Things are usually really fun around here, but right now it's all kind of teensy bit deadly."
1,6,3,Bow,Let me go.
1,6,3,Other,"Please keep your voice down sir.
The robots respond to sound."
1,6,3,Other,We're just trying to help you.
1,6,3,Bow,"Oh, thanks? What's going on? Why are the robots attacking people?"
1,6,3,Other,We don't know. We're just the kitchen staff.
1,6,3,Other,Miniature cupcake? Princess Entrapta only eats tiny food.
1,6,3,Other,And delicious fizzy beverages.
1,6,3,Bow,"Uh, thank you?"
1,6,3,Other,"You'll be safe in here with us. We've got enough food to last for months. It's tiny, but still."
1,6,3,Other,"The bots will run out of power eventually, right?"
1,6,3,Bow,We need to do something. You can't just hide in here forever.
1,6,3,Other,Oh yes we can. We don't have powers like the princesses. We can't - fight.
1,6,3,Other,"Sir, kindly quiet your whatever that is."
1,6,3,Bow,"It's a tracker pad. It tracks energy signatures from magic.
It will help me find my friends."
1,6,3,Other,Are those little dot thingies your friends?
1,6,3,Bow,Gonna go with no.
1,6,4,Entrapta,You're lucky I found you. I designed the castle as a labyrinth. I'm the only one who can navigate it.
1,6,4,Glimmer,Which means you can help us find our friend?
1,6,4,Entrapta,Absolutely.
1,6,4,Adora,Is she sure about that?
1,6,4,Glimmer,"Hi, um, I think we passed this picture already."
1,6,4,Entrapta,"Oh, isn't it cute?
You might be right. I usually have my electronic map to get around. But, well, like my bots it's sort of evil right now."
1,6,4,Glimmer,"Yeah, about that-"
1,6,4,Adora,Why did you invent killer robots?
1,6,4,Entrapta,"You're abnormally tall. Hello! I like your sword. It's First Ones tech, right? Can I touch it?"
1,6,4,Adora,"Uh, thank you, yes, and no, not right now."
1,6,4,Glimmer,About the killer robots?
1,6,4,Entrapta,"They didn't start out that way. Usually they're super useful. They do almost everything for me. Cleaning, filing, basic hygiene. Oh, and they're sound activated. Here, I'll show you!"
1,6,4,Glimmer,"Uh, can we maybe not do that?"
1,6,4,Entrapta,Isn't it adorable?
1,6,4,Entrapta,It's trying to talk!
1,6,4,Glimmer,"Whatever it's saying, I don't think it's good."
1,6,4,Adora,Make it stop.
1,6,4,Glimmer,Make what stop?
1,6,4,Entrapta,Bot 329 is attempting to communicate.
1,6,4,Entrapta,"Oh no, bad bot."
1,6,4,Adora,Princess!
1,6,4,Glimmer,She-Ra! Stop!
1,6,5,Other,"Oh, the door won't hold much longer."
1,6,5,Bow,Almost done.
1,6,5,Other,Are you sure about this?
1,6,5,Other,"Uh, you guys..."
1,6,5,Bow,Now!
1,6,5,Other,Here goes nothing.
1,6,5,Other,Shoot it already.
1,6,5,Bow,"I can't, it's a sonic arrow, it'll draw more bots."
1,6,5,Other,"Is it over? I did that? Hey, I did that!"
1,6,5,Bow,"Nice work, now let's find my friends! Come on."
1,6,6,Entrapta,"The tall one seems infected too. She turned less tall.
How does it work?"
1,6,6,Glimmer,"She's not an it, she's my friend.
And what do you mean she's infected too?"
1,6,6,Entrapta,"It's really fascinating.
I've been experimenting with a disc that was recovered from a mine in Dryl.
It was a game-changer.
It held more complete First One's code than anything I've ever seen before.
But it seems to have reacted with the First Ones tech that powers my bots.
It infected them with some sort of a virus."
1,6,6,Glimmer,But why would it make She-Ra sick?
1,6,6,Glimmer,"First, you're not taking her apart. She is a PERSON!   Second, if we destroy this disc, will that turn off the bots and stop the virus?"
1,6,6,Entrapta,Destroy it? But the experiment isn't complete!
1,6,6,Glimmer,I think we can safely say that this experiment is a failure!
1,6,6,Entrapta,"But what if it's not- no, you're right, it's a failure."
1,6,6,Glimmer,How are you feeling?
1,6,6,Adora,Just peachy. Why are we whispering?
1,6,6,Glimmer,Sound activates the robots.
1,6,6,Adora,What ROBOTS?
1,6,6,Glimmer,The ones that are attacking us.
1,6,6,Adora,"Oh, those robots. Okay, I'm going to take a nap now."
1,6,6,Glimmer,"No no no no, stay awake, we have to go to Entrapta's lab and destroy this disc thing and then you'll be all better again."
1,6,6,Adora,"Better? I'm fine. I'm She-Ra. Hi, Glimmer."
1,6,6,Glimmer,"Come on, we've got to get to your lab. She's getting worse."
1,6,6,Entrapta,A-ha!
1,6,7,Entrapta,"Oh, we're here. I mean, uh, of course we're here. We were never lost."
1,6,7,Entrapta,"Wow, the door is infected too, it won't let us in. That is so smart. And awful. We're all going to die."
1,6,7,Glimmer,"It's okay, I've got this one. I'll just teleport into the lab."
1,6,7,Entrapta,"Ooo, teleportation. How does that work? Tell me everything."
1,6,7,Glimmer,"Sure, but maybe later, when we're not, like, facing a robot uprising."
1,6,7,Entrapta,It's a date.
1,6,7,Glimmer,I'll be right back.
1,6,7,Adora,"Okay, I'm just gonna wait here."
1,6,7,Glimmer,That was not such a great plan. The lab is very full of robots.
1,6,7,Entrapta,How did they look?
1,6,7,Glimmer,Pretty evil. I couldn't get anywhere near the disc.
1,6,8,Bow,"Aw, he's kind of cute.
Uh, guys, a little help?"
1,6,8,Other,Please don't say it's more bots.
1,6,8,Bow,"No, that's Glimmer teleporting. I know where Glimmer and Adora are. Uh oh, that's not good. We have to do something, we have to save them."
1,6,8,Other,"Oh no, sir, no thank you."
1,6,8,Other,"It's one thing to fight them off out of necessity, but to seek out danger? It's madness. Pardon me."
1,6,8,Other,"Look, they're princesses, they have powers. I make baked goods."
1,6,8,Bow,"Sure, we don't have powers like the princess, but that never stopped me, and it doesn't have to stop you."
1,6,8,Other,"But you're a master archer, we're just ordinary people."
1,6,8,Bow,"I'm a master archer who's out of arrows, but that never stopped me either.
You each have a skill that only you can do, even if it doesn't come from some magical jewel. You say you're just ordinary people, I say you're warriors of the Rebellion!"
1,6,8,Other,To the Rebellion!
1,6,9,Glimmer,"Right now, I think that's a bad thing. We need to find another way into the lab."
1,6,9,Entrapta,"The air duct, we can use that."
1,6,9,Entrapta,I don't suppose you have any other magical powers that could be useful right now?
1,6,9,Glimmer,I don't have enough energy to teleport us all. Not without leaving someone's legs behind.
1,6,9,Entrapta,I'll give up one of mine if you give up one of yours.
1,6,9,Glimmer,It's Bow!
1,6,9,Adora,"Yay, there's a rainbow!"
1,6,9,Bow,Nice!
1,6,9,Glimmer,Bow! You're okay! I was so worried.
1,6,9,Bow,"Big fan of your work, Princess Entrapta. Uh, maybe not this work, exactly,
but your other work."
1,6,9,Entrapta,Hi.
1,6,9,Adora,Hi
1,6,9,Bow,"You okay, Adora?"
1,6,9,Adora,"Oh, yeah, sure, I'm totally -"
1,6,9,Glimmer,"Entrapta was experimenting with First One's tech, and it infected all of her machines with some kind of virus, and She-Ra's sword got infected to and made Adora all, oh, weird.
I teleported into the lab and it's full of bots and maybe with She-Ra we'd have a chance, but without her, it's hopeless."
1,6,9,Bow,We don't need She-Ra. We can do this together.
1,6,9,Bow,"Okay, where's the disc?"
1,6,9,Entrapta,How fascinating. It has completely protected itself.
1,6,9,Bow,We have to find a way to turn it off.
1,6,9,Adora,"Hey, guys, I've found the bots."
1,6,9,Glimmer,Adora!
1,6,9,Bow,Glimmer!
1,6,9,Other,We'll get your friends. You two get that disc turned off.
1,6,9,Bow,Keep 'em busy.
1,6,9,Other,"We got your back, princesses."
1,6,9,Entrapta,Ha! The power conduit!
1,6,9,Bow,"Uh, why isn't the computer turning off?"
1,6,9,Entrapta,It's running on its own power now! That's it. We need to get outta here and burn this place to the ground. Experiment officially failed.
1,6,9,Bow,"Wait, I have an idea."
1,6,9,Bow,"Now's your chance, sonic arrow! I believe in you!"
1,6,9,Entrapta,"Thanks, former tall one, and companions, for saving our lives. I would be honoured to join your Rebellion and provide you with weapons."
1,6,9,Bow,"Thanks, guys. You saved us all back there. The Rebellion needs regular people now more than ever."
1,6,9,Other,We are ready.
1,6,10,Glimmer,"So, maybe you had a point before."
1,6,10,Bow,"What? I'm sorry, I couldn't hear you."
1,6,10,Adora,"I think what Glimmer is trying to say is that you were right, we can't always rely on our powers."
1,6,10,Bow,"Ooohhh, is that what you were trying to say Glimmer? That I was right?"
1,6,10,Glimmer,Yes.
1,6,10,Bow,And my sonic arrow was a great idea?
1,6,10,Glimmer,"Yes, it was brilliant, and you were totally right, okay?"
1,6,10,Adora,"If you hadn't come, the bots would have gotten us for sure. And, I didn't know that She-Ra could get sick like that. What if it happens again?"
1,6,10,Bow,"It won't. We destroyed that evil, She-Ra hating disc."
1,6,10,Adora,"Good, I never want to feel that way again."
1,6,10,Glimmer,"Thanks for saving us, Bow."
1,6,10,Bow,All in a day's work for Bow and his band of Kitchen Knights! His Baking Brigade! Pastry Patrol! I'm still working that out.
1,6,10,Glimmer,"Oh, look at that rock just staring at us. 
Boy, that rock really needs smashing. And since She-Ra's not sick anymore, she should probably smash it!"
1,6,10,Adora,A-ha! What? it's practise. For the honor of Grayskull!
1,6,10,Entrapta,"Log. Day 105. 104? Eh.
The last experiment hit a few bumps, but it was not a total failure. I made some important discoveries. The disc is way more powerful than I ever imagined.
With a few adjustments, I'm sure the next experiment will be a success."
1,7,0,Other,Adora
1,7,0,Bow,Good morning Glimmer.
1,7,0,Glimmer,Noooo. It's too early. Five more minutes.
1,7,0,Bow,But it's a beautiful morning.
1,7,0,Glimmer,Today's cancelled. Go back to bed.
1,7,0,Glimmer,I can feel you staring at me. Why is it the one who snores is always the first one to fall asleep?
1,7,0,Bow,"What? I don't snore. Adora, do I snore? Adora?"
1,7,0,Glimmer,"Sorry, too early to teleport."
1,7,0,Bow,What are we looking at?
1,7,0,Adora,I don't know. I heard a noise in the woods last night. And I thought I saw something.
1,7,0,Glimmer,What? Like a bunny? Maybe a butterfly?
1,7,0,Glimmer,"Adora, did you get any sleep at all?"
1,7,0,Adora,Someone has to stand guard.
1,7,0,Glimmer,"Okay, I know you're on edge because of what happened with Entrapta's infected robots, but it's all over now. You've got to relax. You need a vacation. Which is why we're going to Mystacor."
1,7,0,Bow,Mystacor? No way.
1,7,0,Adora,"Wait, what's Mystacor?"
1,7,0,Glimmer,"It's a secret floating kingdom that's home to all of Etheria's sorcerers. It's got tranquil gardens, and beautiful beaches and healing springs. And my aunt Castaspella just happens to be the head sorceress there."
1,7,0,Bow,"You'll love it Adora. Plus you won't have to worry about evil things in the woods. Mystacor is protected by an invisibility spell, so evil can't find it."
1,7,0,Glimmer,It's the safest and most peaceful place in all of Etheria. We'll have you relaxing in no time.
1,7,0,Adora,"You know I've never relaxed in my life, right?"
1,7,0,Bow,"Well, we're here to change that. Just wait."
1,7,1,Catra,"Shadow Weaver, you wanted to see me?"
1,7,1,Shadow Weaver,Ah. Force Captain. How kind of you to join me.
1,7,1,Catra,What's up with you? You're being spookier than usual.
1,7,1,Shadow Weaver,My shadow spies have found Adora. She's on her way to Mystacor with her new friends. Mystacor. This is going to be too easy.
1,7,1,Catra,Another Adora mission. Fine. When do I leave?
1,7,1,Shadow Weaver,"The only place you're headed is outside my door to stand guard. I'm going to use my magic to go after Adora myself. You will see that I am not disturbed. Clearly, no one else can be trusted to bring her back to the Horde, least of all you. Now go."
1,7,1,Shadow Weaver,"I said, go!"
1,7,1,Shadow Weaver,"From the farthest reaches of Etheria, I command you, be as one!"
1,7,2,Glimmer,We're here!
1,7,2,Adora,"We're on a cliff, overlooking a thousand foot drop."
1,7,2,Glimmer,"Yes we are, but not for long."
1,7,2,Bow,Woo-hoo!
1,7,2,Glimmer,Woo-hoo!
1,7,2,Adora,"Uh, guys?"
1,7,2,Bow,"C'mon Adora, jump!"
1,7,2,Bow,"Oh, ouch. You okay?"
1,7,2,Adora,I'm fine. I thought I saw-- I'm just stressed.
1,7,2,Glimmer,"Hang in there Adora. Next stop, Mystacor."
1,7,2,Bow,We rode a flying mountain through clouds. It never gets old.
1,7,2,Adora,"Uh, sure, yea, heh. It was great."
1,7,2,Glimmer,"Just so you know, my aunt Casta can be a lot. But don't worry, I know how to handle her."
1,7,2,Castaspella,Is that my Glimmer?
1,7,2,Glimmer,"Hi, Aunt Casta."
1,7,2,Castaspella,It's been so long since you've come to visit. And Bow.
1,7,2,Castaspella,And who's this?
1,7,2,Glimmer,"This is my friend Adora. She's sometimes an 8 foot tall warrior woman named She-Ra. So, don't get freaked out when it happens."
1,7,2,Adora,Hi.
1,7,2,Castaspella,"Adora. How nice Glimmer has started making some new friends. We were all so pleased when she started bringing Bow around. I was sure she had made him up at first. Oh, you've done something to your hair."
1,7,2,Glimmer,"What? Yes, I cut it."
1,7,2,Castaspella,I can see that. I also see you're not wearing the sweater I knitted for you. Don't you like it?
1,7,2,Glimmer,"Sure, I like it. It's great. It's just... it's a little warm for sweaters right now."
1,7,2,Castaspella,But you'd tell me if you didn't like it?
1,7,2,Glimmer,"Yes, I'd tell you."
1,7,2,Bow,I'm wearing the socks you sent me.
1,7,2,Castaspella,"Well, I've always been fond of this one. So, what brings you all the way out here to visit your aunt? Is it once in a blue moon already?"
1,7,2,Glimmer,"We're on a diplomatic mission, Auntie. I'm rebuilding the Princess Alliance and..."
1,7,2,Castaspella,"My goodness, you must be starving. I'll have a feast prepared. I'm sure your mother hasn't been feeding you."
1,7,2,Adora,Wow.
1,7,2,Castaspella,"You've come at the perfect time, there's an eclipse this evening. I'm headed right now to inspect the Lunarium for the ceremony. And nothing would make me happier than to give my favorite niece and her friends a tour."
1,7,2,Glimmer,"Uh, Bow and I have had the tour before. And we don't want to get in your way."
1,7,2,Bow,It's all right Glimmer. Adora hasn't seen it. It'll be fun.
1,7,2,Castaspella,"Oh, well, I guess it's up to Adora then. What do you say my dear?"
